image_id,split
Train_163449,valid
Train_49052,valid
Train_55987,valid
Train_97595,valid
Train_71684,valid
Train_162455,valid
Train_68226,valid
Train_123867,valid
Train_189265,valid
Train_109813,valid
Train_21895,valid
Train_128884,valid
Train_76301,valid
Train_124286,valid
Train_139935,valid
Train_157741,valid
Train_73362,valid
Train_97069,valid
Train_94219,valid
Train_174516,valid
Train_13206,valid
Train_36974,valid
Train_185332,valid
Train_158044,valid
Train_74401,valid
Train_172880,valid
Train_22392,valid
Train_151977,valid
Train_183539,valid
Train_9925,valid
Train_41536,valid
Train_18647,valid
Train_63690,valid
Train_56825,valid
Train_139075,valid
Train_158907,valid
Train_116150,valid
Train_32573,valid
Train_18381,valid
Train_31806,valid
Train_47161,valid
Train_49827,valid
Train_195284,valid
Train_19098,valid
Train_18754,valid
Train_86339,valid
Train_24261,valid
Train_130146,valid
Train_185658,valid
Train_145707,valid
Train_76225,valid
Train_2061,valid
Train_158308,valid
Train_71656,valid
Train_86786,valid
Train_55101,valid
Train_54588,valid
Train_85570,valid
Train_74503,valid
Train_142983,valid
Train_67929,valid
Train_24700,valid
Train_157050,valid
Train_132364,valid
Train_33623,valid
Train_120288,valid
Train_85417,valid
Train_174501,valid
Train_96763,valid
Train_162167,valid
Train_60316,valid
Train_62657,valid
Train_165282,valid
Train_165867,valid
Train_135092,valid
Train_136766,valid
Train_125128,valid
Train_100192,valid
Train_91153,valid
Train_13303,valid
Train_3539,valid
Train_44295,valid
Train_81366,valid
Train_2325,valid
Train_186344,valid
Train_88609,valid
Train_151495,valid
Train_24862,valid
Train_184420,valid
Train_168577,valid
Train_26360,valid
Train_162955,valid
Train_102272,valid
Train_156664,valid
Train_113506,valid
Train_158855,valid
Train_178935,valid
Train_152042,valid
Train_182773,valid
Train_9583,valid
Train_98702,valid
Train_42554,valid
Train_48642,valid
Train_184719,valid
Train_37315,valid
Train_26113,valid
Train_21688,valid
Train_43192,valid
Train_527,valid
Train_192675,valid
Train_44216,valid
Train_41268,valid
Train_86187,valid
Train_137376,valid
Train_93758,valid
Train_173683,valid
Train_198261,valid
Train_71307,valid
Train_9808,valid
Train_128229,valid
Train_94117,valid
Train_190644,valid
Train_200746,valid
Train_123947,valid
Train_190643,valid
Train_68059,valid
Train_193021,valid
Train_57243,valid
Train_147082,valid
Train_157919,valid
Train_38199,valid
Train_196791,valid
Train_83709,valid
Train_122942,valid
Train_55137,valid
Train_23136,valid
Train_52601,valid
Train_188291,valid
Train_118598,valid
Train_6946,valid
Train_183245,valid
Train_95050,valid
Train_126272,valid
Train_12787,valid
Train_47630,valid
Train_173036,valid
Train_50619,valid
Train_180333,valid
Train_40663,valid
Train_17409,valid
Train_114517,valid
Train_186482,valid
Train_78716,valid
Train_125499,valid
Train_82198,valid
Train_19578,valid
Train_64773,valid
Train_109232,valid
Train_93093,valid
Train_23205,valid
Train_125066,valid
Train_6709,valid
Train_8500,valid
Train_61526,valid
Train_98307,valid
Train_89289,valid
Train_72042,valid
Train_34302,valid
Train_179544,valid
Train_75363,valid
Train_124959,valid
Train_101952,valid
Train_66034,valid
Train_50106,valid
Train_112787,valid
Train_173352,valid
Train_168967,valid
Train_119814,valid
Train_130035,valid
Train_3337,valid
Train_137717,valid
Train_134596,valid
Train_22408,valid
Train_135398,valid
Train_71045,valid
Train_135201,valid
Train_73908,valid
Train_49955,valid
Train_11018,valid
Train_120498,valid
Train_92393,valid
Train_90933,valid
Train_183581,valid
Train_26674,valid
Train_18352,valid
Train_22305,valid
Train_166128,valid
Train_101529,valid
Train_109942,valid
Train_181075,valid
Train_148123,valid
Train_74292,valid
Train_30448,valid
Train_5081,valid
Train_192911,valid
Train_83198,valid
Train_180139,valid
Train_48080,valid
Train_151256,valid
Train_131349,valid
Train_178686,valid
Train_77522,valid
Train_43725,valid
Train_9222,valid
Train_40894,valid
Train_173985,valid
Train_140331,valid
Train_82739,valid
Train_176606,valid
Train_118366,valid
Train_195367,valid
Train_41029,valid
Train_170223,valid
Train_111631,valid
Train_5372,valid
Train_102489,valid
Train_200329,valid
Train_15671,valid
Train_175690,valid
Train_67925,valid
Train_88365,valid
Train_41641,valid
Train_50955,valid
Train_170941,valid
Train_37859,valid
Train_9974,valid
Train_11979,valid
Train_130318,valid
Train_139285,valid
Train_129354,valid
Train_107389,valid
Train_136923,valid
Train_172052,valid
Train_81268,valid
Train_156409,valid
Train_155760,valid
Train_129586,valid
Train_144194,valid
Train_90018,valid
Train_38295,valid
Train_23792,valid
Train_143631,valid
Train_173277,valid
Train_142368,valid
Train_1535,valid
Train_200075,valid
Train_176984,valid
Train_61985,valid
Train_150165,valid
Train_7519,valid
Train_57766,valid
Train_105506,valid
Train_5751,valid
Train_147003,valid
Train_8161,valid
Train_155633,valid
Train_197127,valid
Train_58353,valid
Train_145272,valid
Train_73987,valid
Train_168223,valid
Train_122700,valid
Train_147601,valid
Train_107976,valid
Train_178265,valid
Train_11597,valid
Train_80188,valid
Train_89585,valid
Train_188594,valid
Train_74168,valid
Train_146970,valid
Train_131187,valid
Train_70731,valid
Train_68056,valid
Train_171454,valid
Train_96956,valid
Train_31976,valid
Train_111488,valid
Train_193263,valid
Train_40655,valid
Train_110307,valid
Train_19928,valid
Train_136755,valid
Train_58599,valid
Train_183831,valid
Train_132190,valid
Train_41589,valid
Train_70076,valid
Train_74208,valid
Train_105557,valid
Train_115409,valid
Train_193609,valid
Train_50427,valid
Train_55455,valid
Train_158550,valid
Train_165863,valid
Train_55926,valid
Train_196348,valid
Train_107407,valid
Train_74753,valid
Train_166443,valid
Train_75271,valid
Train_151779,valid
Train_17543,valid
Train_189047,valid
Train_93476,valid
Train_178241,valid
Train_56577,valid
Train_44745,valid
Train_54003,valid
Train_122078,valid
Train_73524,valid
Train_42883,valid
Train_184855,valid
Train_87677,valid
Train_145134,valid
Train_73957,valid
Train_172170,valid
Train_3296,valid
Train_169412,valid
Train_181932,valid
Train_80574,valid
Train_107258,valid
Train_197792,valid
Train_11250,valid
Train_35062,valid
Train_109761,valid
Train_173086,valid
Train_172855,valid
Train_53834,valid
Train_132942,valid
Train_42603,valid
Train_39584,valid
Train_131550,valid
Train_160495,valid
Train_29178,valid
Train_3972,valid
Train_67255,valid
Train_149885,valid
Train_93412,valid
Train_77830,valid
Train_71699,valid
Train_179456,valid
Train_61252,valid
Train_158692,valid
Train_46336,valid
Train_4757,valid
Train_83555,valid
Train_52213,valid
Train_85671,valid
Train_182480,valid
Train_78589,valid
Train_78271,valid
Train_105958,valid
Train_51205,valid
Train_187872,valid
Train_43015,valid
Train_108846,valid
Train_138923,valid
Train_112522,valid
Train_54850,valid
Train_187178,valid
Train_100818,valid
Train_6999,valid
Train_198147,valid
Train_11529,valid
Train_189454,valid
Train_54193,valid
Train_17538,valid
Train_37523,valid
Train_186583,valid
Train_139052,valid
Train_19187,valid
Train_194727,valid
Train_157235,valid
Train_135358,valid
Train_4100,valid
Train_33478,valid
Train_81653,valid
Train_116473,valid
Train_49210,valid
Train_135521,valid
Train_2201,valid
Train_177556,valid
Train_154686,valid
Train_71770,valid
Train_192094,valid
Train_195263,valid
Train_185313,valid
Train_9687,valid
Train_12932,valid
Train_89959,valid
Train_139868,valid
Train_9637,valid
Train_60094,valid
Train_162374,valid
Train_156523,valid
Train_179704,valid
Train_126680,valid
Train_24563,valid
Train_76131,valid
Train_136612,valid
Train_120120,valid
Train_107246,valid
Train_57783,valid
Train_122933,valid
Train_86902,valid
Train_113979,valid
Train_55161,valid
Train_145181,valid
Train_139102,valid
Train_83130,valid
Train_79185,valid
Train_162060,valid
Train_22178,valid
Train_64361,valid
Train_47041,valid
Train_76274,valid
Train_98885,valid
Train_150254,valid
Train_136031,valid
Train_90878,valid
Train_176027,valid
Train_15995,valid
Train_88831,valid
Train_98572,valid
Train_97427,valid
Train_55635,valid
Train_79432,valid
Train_2218,valid
Train_85557,valid
Train_118152,valid
Train_80447,valid
Train_54716,valid
Train_36061,valid
Train_3018,valid
Train_3816,valid
Train_137284,valid
Train_124541,valid
Train_106348,valid
Train_103585,valid
Train_12030,valid
Train_154935,valid
Train_76168,valid
Train_93729,valid
Train_108662,valid
Train_104017,valid
Train_161425,valid
Train_76639,valid
Train_183340,valid
Train_126602,valid
Train_154808,valid
Train_2191,valid
Train_50305,valid
Train_163143,valid
Train_99085,valid
Train_90512,valid
Train_161307,valid
Train_135617,valid
Train_127595,valid
Train_132071,valid
Train_36825,valid
Train_132867,valid
Train_8453,valid
Train_57662,valid
Train_22954,valid
Train_152697,valid
Train_195645,valid
Train_61007,valid
Train_73460,valid
Train_200467,valid
Train_132631,valid
Train_116324,valid
Train_188562,valid
Train_72484,valid
Train_83588,valid
Train_20762,valid
Train_95034,valid
Train_64000,valid
Train_148678,valid
Train_13643,valid
Train_50621,valid
Train_101705,valid
Train_58719,valid
Train_7356,valid
Train_58869,valid
Train_15485,valid
Train_113081,valid
Train_165605,valid
Train_113080,valid
Train_178436,valid
Train_160507,valid
Train_138546,valid
Train_47505,valid
Train_103946,valid
Train_154850,valid
Train_47440,valid
Train_81979,valid
Train_157028,valid
Train_103339,valid
Train_46308,valid
Train_83328,valid
Train_193388,valid
Train_32941,valid
Train_102099,valid
Train_29309,valid
Train_28415,valid
Train_163409,valid
Train_177823,valid
Train_128033,valid
Train_16483,valid
Train_88151,valid
Train_66158,valid
Train_117794,valid
Train_8313,valid
Train_187089,valid
Train_162381,valid
Train_141833,valid
Train_53393,valid
Train_45272,valid
Train_41507,valid
Train_149409,valid
Train_52102,valid
Train_36542,valid
Train_29149,valid
Train_64689,valid
Train_19444,valid
Train_27454,valid
Train_182961,valid
Train_118181,valid
Train_104662,valid
Train_44663,valid
Train_132242,valid
Train_33232,valid
Train_77253,valid
Train_74886,valid
Train_54661,valid
Train_199795,valid
Train_38787,valid
Train_61805,valid
Train_138962,valid
Train_95128,valid
Train_116362,valid
Train_54670,valid
Train_144596,valid
Train_4774,valid
Train_114754,valid
Train_143195,valid
Train_13720,valid
Train_129233,valid
Train_88264,valid
Train_76928,valid
Train_178392,valid
Train_62311,valid
Train_168894,valid
Train_200553,valid
Train_146446,valid
Train_8196,valid
Train_67561,valid
Train_47512,valid
Train_3935,valid
Train_173482,valid
Train_122416,valid
Train_178269,valid
Train_1201,valid
Train_50639,valid
Train_118419,valid
Train_61418,valid
Train_121637,valid
Train_83423,valid
Train_171956,valid
Train_4647,valid
Train_67867,valid
Train_161057,valid
Train_123861,valid
Train_8008,valid
Train_78734,valid
Train_39692,valid
Train_73355,valid
Train_95235,valid
Train_61428,valid
Train_147636,valid
Train_145244,valid
Train_99757,valid
Train_132362,valid
Train_72825,valid
Train_112952,valid
Train_180532,valid
Train_128114,valid
Train_157722,valid
Train_187603,valid
Train_125639,valid
Train_131993,valid
Train_84923,valid
Train_29039,valid
Train_109964,valid
Train_31502,valid
Train_145915,valid
Train_7163,valid
Train_107765,valid
Train_38519,valid
Train_69319,valid
Train_174571,valid
Train_200637,valid
Train_148665,valid
Train_146661,valid
Train_55451,valid
Train_176152,valid
Train_82236,valid
Train_130775,valid
Train_18000,valid
Train_117913,valid
Train_136224,valid
Train_175005,valid
Train_174225,valid
Train_199436,valid
Train_103969,valid
Train_112916,valid
Train_12482,valid
Train_168866,valid
Train_103775,valid
Train_17970,valid
Train_40155,valid
Train_56701,valid
Train_95809,valid
Train_73397,valid
Train_27470,valid
Train_158810,valid
Train_48972,valid
Train_157184,valid
Train_38234,valid
Train_116662,valid
Train_15050,valid
Train_101023,valid
Train_71715,valid
Train_159396,valid
Train_139132,valid
Train_88396,valid
Train_90396,valid
Train_147708,valid
Train_60500,valid
Train_183239,valid
Train_83076,valid
Train_167329,valid
Train_195615,valid
Train_119896,valid
Train_122564,valid
Train_35669,valid
Train_192589,valid
Train_109698,valid
Train_110597,valid
Train_72449,valid
Train_44268,valid
Train_183967,valid
Train_64121,valid
Train_138854,valid
Train_151561,valid
Train_170840,valid
Train_28020,valid
Train_155970,valid
Train_108529,valid
Train_57360,valid
Train_126830,valid
Train_132215,valid
Train_74083,valid
Train_136842,valid
Train_51927,valid
Train_36184,valid
Train_133587,valid
Train_185877,valid
Train_68554,valid
Train_75987,valid
Train_135834,valid
Train_169879,valid
Train_9676,valid
Train_14201,valid
Train_181592,valid
Train_186741,valid
Train_21406,valid
Train_159511,valid
Train_13000,valid
Train_109325,valid
Train_129323,valid
Train_31136,valid
Train_136188,valid
Train_42202,valid
Train_76226,valid
Train_151963,valid
Train_86798,valid
Train_79353,valid
Train_113152,valid
Train_56080,valid
Train_153395,valid
Train_189896,valid
Train_105095,valid
Train_145238,valid
Train_96424,valid
Train_153285,valid
Train_45336,valid
Train_121726,valid
Train_194643,valid
Train_124291,valid
Train_108946,valid
Train_26054,valid
Train_156687,valid
Train_194298,valid
Train_82176,valid
Train_109986,valid
Train_162572,valid
Train_50887,valid
Train_5707,valid
Train_149790,valid
Train_65402,valid
Train_19177,valid
Train_174588,valid
Train_184016,valid
Train_31378,valid
Train_8476,valid
Train_131844,valid
Train_175022,valid
Train_44891,valid
Train_66422,valid
Train_174244,valid
Train_152159,valid
Train_148799,valid
Train_105663,valid
Train_12653,valid
Train_175755,valid
Train_158765,valid
Train_97566,valid
Train_93576,valid
Train_10434,valid
Train_120258,valid
Train_145110,valid
Train_41706,valid
Train_81363,valid
Train_50219,valid
Train_192778,valid
Train_97436,valid
Train_141953,valid
Train_147563,valid
Train_32703,valid
Train_161102,valid
Train_130895,valid
Train_76881,valid
Train_47954,valid
Train_94955,valid
Train_46652,valid
Train_132538,valid
Train_101748,valid
Train_98641,valid
Train_122867,valid
Train_149713,valid
Train_8333,valid
Train_23376,valid
Train_104319,valid
Train_139498,valid
Train_49706,valid
Train_8351,valid
Train_67449,valid
Train_167110,valid
Train_99190,valid
Train_18615,valid
Train_43844,valid
Train_40670,valid
Train_170710,valid
Train_152209,valid
Train_186370,valid
Train_156139,valid
Train_130345,valid
Train_129676,valid
Train_191702,valid
Train_9906,valid
Train_156099,valid
Train_189541,valid
Train_86094,valid
Train_191723,valid
Train_43310,valid
Train_143718,valid
Train_137687,valid
Train_117245,valid
Train_39894,valid
Train_76596,valid
Train_189833,valid
Train_183291,valid
Train_16525,valid
Train_4175,valid
Train_105945,valid
Train_64525,valid
Train_112028,valid
Train_198049,valid
Train_22571,valid
Train_200678,valid
Train_124530,valid
Train_18573,valid
Train_148447,valid
Train_12077,valid
Train_79608,valid
Train_54866,valid
Train_2747,valid
Train_158576,valid
Train_118970,valid
Train_196565,valid
Train_2991,valid
Train_135384,valid
Train_141168,valid
Train_100300,valid
Train_100222,valid
Train_153480,valid
Train_23991,valid
Train_1617,valid
Train_190826,valid
Train_130763,valid
Train_134940,valid
Train_27897,valid
Train_54036,valid
Train_54344,valid
Train_81009,valid
Train_143959,valid
Train_54586,valid
Train_153699,valid
Train_116528,valid
Train_120879,valid
Train_55330,valid
Train_36315,valid
Train_55871,valid
Train_104481,valid
Train_155910,valid
Train_36094,valid
Train_133556,valid
Train_117038,valid
Train_176972,valid
Train_147552,valid
Train_151152,valid
Train_83987,valid
Train_116744,valid
Train_39918,valid
Train_143019,valid
Train_132712,valid
Train_82305,valid
Train_154249,valid
Train_64021,valid
Train_120537,valid
Train_108657,valid
Train_96759,valid
Train_181234,valid
Train_66270,valid
Train_124092,valid
Train_199467,valid
Train_25686,valid
Train_76898,valid
Train_166505,valid
Train_132081,valid
Train_140431,valid
Train_96301,valid
Train_115851,valid
Train_119138,valid
Train_197526,valid
Train_146655,valid
Train_115565,valid
Train_195410,valid
Train_2875,valid
Train_97716,valid
Train_171532,valid
Train_23008,valid
Train_123174,valid
Train_3577,valid
Train_7698,valid
Train_65739,valid
Train_32613,valid
Train_146492,valid
Train_131204,valid
Train_100615,valid
Train_56438,valid
Train_112732,valid
Train_27218,valid
Train_80418,valid
Train_80685,valid
Train_28121,valid
Train_49221,valid
Train_55443,valid
Train_114192,valid
Train_18728,valid
Train_63533,valid
Train_29893,valid
Train_129150,valid
Train_4186,valid
Train_40967,valid
Train_129579,valid
Train_59648,valid
Train_154278,valid
Train_188777,valid
Train_135597,valid
Train_14207,valid
Train_104723,valid
Train_174059,valid
Train_167088,valid
Train_599,valid
Train_140713,valid
Train_192181,valid
Train_14128,valid
Train_175161,valid
Train_10918,valid
Train_189240,valid
Train_73855,valid
Train_33945,valid
Train_135673,valid
Train_110583,valid
Train_48282,valid
Train_147305,valid
Train_33432,valid
Train_34224,valid
Train_152613,valid
Train_137040,valid
Train_196371,valid
Train_13847,valid
Train_97087,valid
Train_147866,valid
Train_67903,valid
Train_78001,valid
Train_156646,valid
Train_10638,valid
Train_25308,valid
Train_88556,valid
Train_140927,valid
Train_8215,valid
Train_196604,valid
Train_70850,valid
Train_77556,valid
Train_13007,valid
Train_149677,valid
Train_118043,valid
Train_25688,valid
Train_22537,valid
Train_146968,valid
Train_47810,valid
Train_10950,valid
Train_36641,valid
Train_178412,valid
Train_90756,valid
Train_120954,valid
Train_14744,valid
Train_109094,valid
Train_32248,valid
Train_148766,valid
Train_200170,valid
Train_7828,valid
Train_78786,valid
Train_11823,valid
Train_181531,valid
Train_1464,valid
Train_128594,valid
Train_166788,valid
Train_28396,valid
Train_21043,valid
Train_30534,valid
Train_46415,valid
Train_165449,valid
Train_24378,valid
Train_12004,valid
Train_147668,valid
Train_125226,valid
Train_6783,valid
Train_135675,valid
Train_158978,valid
Train_180528,valid
Train_94193,valid
Train_30121,valid
Train_164790,valid
Train_163094,valid
Train_187025,valid
Train_3000,valid
Train_82121,valid
Train_61571,valid
Train_160158,valid
Train_134722,valid
Train_74736,valid
Train_82404,valid
Train_23576,valid
Train_192355,valid
Train_2531,valid
Train_8029,valid
Train_61028,valid
Train_51283,valid
Train_77896,valid
Train_178687,valid
Train_184332,valid
Train_94778,valid
Train_192669,valid
